year,julian-day,standard-time,Solar_Wm2,Rain_mm,Wind_ms.1,Tair_C,Tsoil_C,D_kPa,GW,E-MD,P-PD,P-MD,leaftemp
2023,252,16,202.40700218818375,0.0,2.036333,43.13743,41.200000000000045,7.913819401736398,4.311561555421917,0.2858123799675877,,,1.8712543539409205
2023,252,17,119.8030634573304,0.0,1.793667,43.18376,41.44,7.912630516334322,4.311561555421917,0.2858123799675877,,,2.8948004495745705
2023,252,18,36.65207877461707,6.32,1.444333,42.30169,40.98000000000002,7.559963199206999,,,,,2.5366288089284392
2023,252,19,0.5470459518599562,0.0,1.383,40.34853,39.35000000000002,6.643876507036653,,,,,1.6733622056890634
2023,252,20,0.0,0.0,1.169667,39.71317,37.54000000000002,6.397476912903904,,,,,0.6301912974871777
2023,252,21,0.0,0.0,0.01756667,37.18769,35.83000000000004,5.390762745401284,,,,,0.4782986962737242
2023,252,22,0.0,0.0,0.3121333,36.2785,34.32000000000005,5.106239677850146,,,,,0.5342016740627349
2023,252,23,0.0,0.0,0.0,34.32185,32.860000000000014,4.41711167083373,,,,,0.7679657730468382
2023,253,0,0.0,6.32,0.08093333,32.38771,31.480000000000015,3.8144733712287526,,,,,0.5494347744988238
2023,253,1,0.0,0.0,0.0,31.15403,30.27000000000004,3.4504053028563133,,,,,0.5599601388874546
2023,253,2,0.0,0.0,0.0,29.45262,29.140000000000043,2.9692843471594124,,,,,0.644447437732511
2023,253,3,0.0,0.0,0.0,29.87279,28.100000000000023,3.054554041369699,,,,,0.6851068738316882
2023,253,4,0.0,0.0,0.0,28.38853,27.180000000000007,2.623793696532009,,,,,0.7621855323438546
2023,253,5,0.0,0.0,0.0,28.1632,26.370000000000005,2.614857422678562,,,,,0.7974770484829921
2023,253,6,0.0,6.32,0.0,27.67063,25.660000000000025,2.447990697755938,,,,,0.9321394362279858
2023,253,7,54.70459518599562,0.0,1.239,30.28431,25.54000000000002,3.0642481757745896,,,,,1.4392402509657656
2023,253,8,87.527352297593,0.0,0.221,30.79254,26.950000000000045,3.1149382561381573,,,,,1.3919128667310432
2023,253,9,168.4901531728665,0.0,2.071,34.95103,28.840000000000032,4.583056460474789,,,,,1.2323721318776124
2023,253,10,314.5514223194748,0.0,1.855,36.81376,30.94,5.21191569563134,,,,,1.2681341749650499
2023,253,11,365.9737417943107,0.0,1.884333,38.6133,33.04000000000002,5.874335492960497,,,,,1.121131443803855
2023,253,12,371.44420131291025,6.32,1.276333,39.9639,34.960000000000036,6.411381346291288,,,,,1.2415823716992298
2023,253,13,373.0853391684901,0.0,0.9324999,41.68506,36.620000000000005,7.1276350186548285,,,,,1.8813293172647894
2023,253,14,358.3150984682713,0.0,1.462067,42.2996,37.85000000000002,7.473829619508873,,,,,1.777454037983222
2023,253,15,125.27352297592996,0.0,2.217667,41.98601,38.69,7.334778622168989,,,,,1.0425107056661702
2023,253,16,128.00875273522976,0.0,2.868333,41.63767,39.18000000000001,7.149370229468003,,,,,0.9161166098576872
2023,253,17,57.98687089715536,0.0,3.591,39.9933,39.360000000000014,6.393463815486804,,,,,0.8348780920418424
2023,253,18,19.14660831509847,6.32,1.631167,38.61715,39.07000000000005,5.874361117368688,,,,,1.0224759864452313
2023,253,19,0.0,0.0,1.015633,37.15798,37.96000000000003,5.320801526811541,,,,,0.5739197928033405
2023,253,20,0.0,0.0,0.09316667,36.34317,36.60000000000002,5.003879362234746,,,,,0.6339840016007623
2023,253,21,0.0,0.0,0.5502333,35.88702,35.25,4.886001437326677,,,,,0.5537905096437031
2023,253,22,0.0,0.0,0.0,34.63564,34.06,4.41885876623186,,,,,0.46888736082651716
2023,253,23,0.0,0.0,1.0241,34.77375,32.879999999999995,4.503222911179128,,,,,0.6133456261708038
2023,254,0,0.0,6.32,1.489667,33.751,31.75,4.147023769616668,,,,,0.3541186241925145
2023,254,1,0.0,0.0,1.340333,33.04523,30.760000000000048,3.9596454602809423,,,,,0.6293860387030259
2023,254,2,0.0,0.0,0.3521333,32.05105,29.860000000000017,3.6430378946517985,,,,,0.557544040541065
2023,254,3,0.0,0.0,1.257667,31.30541,29.05000000000001,3.434500677775696,,,,,0.8260404694340704
2023,254,4,0.0,0.0,0.0,29.83899,28.33000000000004,3.0153418739136626,,,,,0.6563957321181009
2023,254,5,0.0,0.0,0.1427333,29.72602,27.56,2.9758954670917324,,,,,0.9304981384797524
2023,254,6,0.0,6.32,1.775,29.57463,26.81,2.8657419680040306,,,,,1.0538899034393618
2023,254,7,21.88183807439825,0.0,1.772333,29.46844,26.640000000000043,2.8225866282887098,,,,,0.6774729831197277
2023,254,8,57.4398249452954,0.0,1.493433,29.60626,27.950000000000045,2.8046696049486717,,,,,0.954594154601839
2023,254,9,135.12035010940917,0.0,1.732333,30.93485,29.620000000000005,3.2169256896264047,,,,,0.9624967532412773
2023,254,10,248.9059080962801,0.0,2.137666,33.32175,31.52000000000004,3.847871175045386,,,,,1.1779817789034635
2023,254,11,335.8862144420131,0.0,1.865667,35.17533,33.60000000000002,4.4596149699800485,,,,,1.684034271792422
2023,254,12,407.0021881838074,6.32,3.356333,37.21378,35.610000000000014,5.172890881345287,,,,,1.8175292294761043
2023,254,13,326.0393873085339,0.0,2.716333,37.13515,37.360000000000014,5.123580289594573,,,,,1.274843827970426
2023,254,14,322.2100656455142,0.0,3.455,38.50983,38.81,5.58956000808371,,,,,1.0518373946394493
2023,254,15,282.2757111597374,0.0,3.780333,38.80597,39.79000000000002,5.676057397001619,,,,,1.2557979819336276
2023,254,16,189.27789934354485,0.0,3.895,38.4665,40.24000000000001,5.540696654044374,,,,,1.2015109535200126
2023,254,17,111.59737417943109,0.0,3.980333,38.39392,40.18000000000001,5.549635015897317,,,,,1.3350263061435315
2023,254,18,34.46389496717724,6.32,3.585667,36.97113,39.700000000000045,5.021114966888496,,,,,1.0924415643083938
2023,254,19,0.0,0.0,2.297667,36.02563,38.43000000000001,4.702699928249124,,,,,0.6336139729098983
2023,254,20,0.0,0.0,3.252333,35.43404,37.01000000000005,4.5615536115916395,,,,,0.41406233715180996
2023,254,21,0.0,0.0,1.607,34.34693,35.74000000000001,4.256745478734283,,,,,0.3915658431526053
2023,254,22,0.0,0.0,0.0,33.37487,34.620000000000005,3.919200037554405,,,,,0.4900000000000008
2023,254,23,0.0,0.0,0.0,32.6566,33.59000000000003,3.691591325500962,,,,,0.5268278837036053
2023,255,0,0.0,6.32,1.063633,33.02489,32.660000000000025,3.8464126792088034,,,,,0.48998056326853506
2023,255,1,0.0,0.0,1.279,32.68371,31.83000000000004,3.7381204050103665,,,,,0.5518971608827827
2023,255,2,0.0,0.0,2.145667,32.17532,30.90000000000003,3.5718211012174836,,,,,0.6200768001588498
2023,255,3,0.0,0.0,1.345667,31.70083,29.960000000000036,3.4218171489421336,,,,,0.5326662494783514
2023,255,4,0.0,0.0,0.0,30.45358,29.120000000000005,3.0233902576535177,,,,,0.6112282715974448
2023,255,5,0.0,0.0,0.0,30.01298,28.340000000000032,2.8716936543960365,,,,,0.9168761665360852
2023,255,6,0.0,6.32,0.0,29.31705,27.629999999999995,2.719385910835252,,,,,0.8694606976522312
2023,255,7,22.428884026258203,0.0,0.2603666,29.63564,27.470000000000027,2.683456792858937,,,,,1.0668467109954949
2023,255,8,84.79212253829321,0.0,3.287,29.37128,28.57000000000005,2.4725781265049727,,,,,0.9880693054543042
2023,255,9,246.1706783369803,0.0,2.612333,30.15984,29.970000000000027,2.3408292984215144,,,,,1.1816856402533418
2023,255,10,173.96061269146608,0.0,2.639,29.96553,31.52000000000004,2.1573047874964044,,,,,0.8253022534343462
2023,255,11,189.27789934354485,0.0,1.959,30.21505,33.23000000000002,2.1714527338227474,,,,,0.7426849617307151
2023,255,12,399.34354485776805,6.32,2.151,32.45689,34.910000000000025,2.9821818096489965,,,,,0.9796039044041265
2023,255,13,373.0853391684901,0.0,1.810767,33.6034,36.39000000000004,3.3502466820295065,,,,,1.3210962259030339
2023,255,14,320.02188183807436,0.0,1.625666,35.08897,37.54000000000002,3.8335507713702577,,,,,1.8423160889023822
2023,255,15,275.7111597374179,0.0,1.1736,35.40576,38.26000000000005,4.108154217485556,,,,,1.8558017135459262
2023,255,16,148.24945295404814,0.0,3.556333,33.22807,38.56,3.3729704264920968,,,,,1.2194807638225937
2023,255,17,40.48140043763676,0.0,2.599,32.50446,38.370000000000005,3.0022299408950315,,,,,1.0742239723899047
2023,255,18,15.86433260393873,6.32,1.697667,32.10521,37.860000000000014,2.8848654880148636,,,,,0.8899224150238636
2023,255,19,0.0,0.0,2.137666,29.09788,36.860000000000014,2.2463574326688533,,,,,0.2921023956146371
2023,255,20,0.0,0.0,2.351,28.47877,35.69,2.0852497079338512,,,,,0.1835626271745909
2023,255,21,0.0,1.02,1.143,22.41483,34.59000000000003,0.533895177309598,,,,,0.5812629926863279
2023,255,22,0.0,0.25,1.2663,23.50279,33.58000000000004,0.7396083892602053,,,,,0.44734135256455554
2023,255,23,0.0,0.25,0.5264,24.65536,32.629999999999995,0.8395921546654407,,,,,0.10954451150103305
2023,256,0,0.0,6.57,2.599,23.67232,31.77000000000004,0.6288440794897141,,,,,0.1994038734877162
2023,256,1,0.0,0.25,2.537667,23.88023,31.010000000000048,0.8181461281372101,,,,,0.6408773747947504
2023,256,2,0.0,0.0,2.607,23.12542,30.27000000000004,0.7075246597256583,,,,,0.14442002235542944
2023,256,3,0.0,0.25,2.343,23.47797,29.58000000000004,0.769350745348932,,,,,0.08812869377601582
2023,256,4,0.0,0.0,1.836333,22.99209,28.970000000000027,0.7593426934072337,,,,,0.1253946152105806
2023,256,5,0.0,0.0,2.508333,23.35367,28.390000000000043,0.8252304726570373,,,,,0.11118410300894957
2023,256,6,0.0,6.57,2.673667,23.31073,27.870000000000005,0.881067948787736,,,,,0.15413352282077644
2023,256,7,6.017505470459518,0.25,2.863,21.09378,27.720000000000027,0.3726013698730563,,,,,0.2993166821118996
2023,256,8,77.68052516411377,0.25,2.729667,21.99304,28.710000000000036,0.6682596995726237,,,,,0.37867563705001944
2023,256,9,121.99124726477024,0.0,2.807,23.21558,29.65000000000003,0.8321096652254031,,,,,0.5957827983897684
2023,256,10,261.48796498905904,0.0,2.695,25.80588,30.980000000000015,1.3466754025489411,,,,,0.7252914028496532
2023,256,11,283.3698030634573,0.0,2.524333,28.27319,32.58000000000004,1.844414653369904,,,,,0.8526960045587625
2023,256,12,390.0437636761488,6.32,2.196333,30.182,34.19,2.326565050228719,,,,,1.2010749153907723
2023,256,13,376.36761487964986,0.0,3.047,31.37027,35.610000000000014,2.668567665003934,,,,,1.480414999731011
2023,256,14,340.26258205689277,0.0,3.079,32.78059,36.900000000000034,3.0863715557820033,,,,,1.387141631111224
2023,256,15,264.2231947483588,0.0,3.015,33.58475,37.81,3.3598105682953885,,,,,1.7292043312019618
2023,256,16,177.24288840262582,0.0,2.265667,33.76842,38.21000000000003,3.4693344045374293,,,,,1.6742802291475225
2023,256,17,50.328227571115974,0.0,2.415,32.62453,38.04000000000002,3.0965753400651184,,,,,1.003057231429898
2023,256,18,33.369803063457326,6.32,1.527,32.59867,37.43000000000001,3.1123251378027215,,,,,1.378038633780083
2023,256,19,0.0,0.0,1.844333,31.13109,35.950000000000045,2.712716033367201,,,,,0.4703797857658675
2023,256,20,0.0,0.0,2.265666,29.89096,34.25,2.413169264480249,,,,,0.28392654985803395
2023,256,21,0.0,0.0,1.1783,28.90356,32.59000000000003,2.125264397012563,,,,,0.18821213968235412
2023,256,22,0.0,0.0,1.935,28.51041,31.140000000000043,2.071304771916485,,,,,0.22828553549072148
2023,256,23,0.0,0.0,1.937667,27.76703,29.760000000000048,1.9430366653448548,,,,,0.20215505600074957
2023,257,0,0.0,6.32,1.191,27.22023,28.480000000000015,1.7995810618209218,,,,,0.34625204142427324
2023,257,1,0.0,0.0,0.5173,26.10015,27.350000000000023,1.5633697188104096,,,,,0.2479055119539335
2023,257,2,0.0,0.0,1.0881,26.14519,26.28000000000003,1.606668861379456,,,,,0.27084523783360753
2023,257,3,0.0,0.0,0.06336667,24.86821,25.30000000000001,1.2956217627289708,,,,,0.3273995665703846
2023,257,4,0.0,0.0,0.1709667,24.66666,24.420000000000016,1.2521316476669884,,,,,0.37830448809693795
2023,257,5,0.0,0.0,1.631,24.73672,23.730000000000015,1.437624498614128,,,,,0.48008431799107215
2023,257,6,0.0,6.32,2.015,25.15254,23.170000000000016,1.5436680897222137,,,,,0.4951671194561249
2023,257,7,26.805251641137858,0.0,0.3905667,24.8,23.140000000000043,1.3745757636346358,,,,,0.4447738858384214
2023,257,8,149.34354485776805,0.0,1.868333,26.60307,24.53000000000003,1.801968754319756,,,,,1.7562215935679313
2023,257,9,186.54266958424503,0.0,1.799,27.72639,26.33000000000004,2.064226077591493,,,,,1.2800892826004633
2023,257,10,247.26477024070024,0.0,1.697667,29.70449,28.379999999999995,2.4795988913645908,,,,,1.0351397421190462
2023,257,11,304.1575492341357,0.0,1.735,31.50362,30.629999999999995,2.96371936233224,,,,,1.467070290782018
2023,257,12,374.1794310722101,6.32,1.457667,33.36636,32.78000000000003,3.490224629006338,,,,,1.4135534419799418
2023,257,13,373.0853391684901,0.0,1.652333,33.51523,34.64000000000004,3.7216348559873023,,,,,1.3205265904897463
2023,257,14,336.43326039387307,0.0,2.649667,34.84574,36.160000000000025,4.212443291351793,,,,,1.7923142794137614
2023,257,15,274.617067833698,0.0,1.911,35.17085,37.21000000000003,4.408772611540356,,,,,1.970750400953188
2023,257,16,198.03063457330416,0.0,1.356333,35.27712,37.71000000000003,4.488574191415451,,,,,2.4687706599497177
2023,257,17,113.78555798687088,0.0,0.9067667,35.45792,37.610000000000014,4.6184274979710125,,,,,2.542739430127243
2023,257,18,30.63457330415755,6.32,0.2401333,35.12535,37.01000000000005,4.536419250529508,,,,,1.8395444570664257
2023,257,19,0.0,0.0,1.303,33.14295,35.39000000000004,4.117604235699344,,,,,0.8164499226471131
2023,257,20,0.0,0.0,1.188333,31.99908,33.64000000000004,3.871853296792716,,,,,0.7095874052675144
2023,257,21,0.0,0.0,0.0,29.90452,31.970000000000027,3.3928862368831605,,,,,0.6542534822586882
2023,257,22,0.0,0.0,0.0,28.88114,30.510000000000048,2.9425087103325187,,,,,0.7125273595415393
2023,257,23,0.0,0.0,0.5791,28.08359,29.129999999999995,2.6678789108530268,,,,,0.6823977334858804
2023,258,0,0.0,6.32,0.0,24.70508,27.850000000000023,1.7145042399962032,,,,,0.5315700016617434
2023,258,1,0.0,0.0,0.7154,26.2222,26.730000000000015,2.195685473737538,,,,,0.5917045594841105
2023,258,2,0.0,0.0,0.0,24.44454,25.65000000000003,1.8080567902863671,,,,,0.5790797296861051
2023,258,3,0.0,0.0,0.0,24.0309,24.65000000000003,1.7854414176376925,,,,,0.6093634461664156
2023,258,4,0.0,0.0,0.1996667,25.0257,23.77000000000004,1.8124379781999571,,,,,0.5541875219849414
2023,258,5,0.0,0.0,1.439,24.99084,22.90000000000003,1.7842890949734092,,,,,0.623984889926946
2023,258,6,0.0,6.32,1.481667,24.68793,22.090000000000032,1.7253091675140524,,,,,0.7107139267766495
2023,258,7,49.23413566739606,0.0,1.863,24.91076,21.83000000000004,1.7353298196911848,,,,,0.8903717789563541
2023,258,8,148.7964989059081,0.0,1.921667,27.1263,23.129999999999995,2.2258050892487393,,,,,2.254793834942618
2023,258,9,237.417943107221,0.0,2.204333,29.92489,24.930000000000007,2.885378350428598,,,,,1.5604913756036376
2023,258,10,310.7221006564551,0.0,2.049667,31.37965,27.010000000000048,3.29376098524711,,,,,1.3515846079254363
2023,258,11,360.5032822757111,0.0,1.695,32.96583,29.340000000000032,3.745777955838107,,,,,1.4239482334089861
2023,258,12,381.2910284463895,6.32,1.601667,33.68916,31.610000000000017,4.017937405437153,,,,,0.9602033514784653
2023,258,13,373.0853391684901,0.0,1.417667,34.91382,33.629999999999995,4.466262638545378,,,,,1.2712423619660964
2023,258,14,334.7921225382932,0.0,0.9627666,36.06781,35.34000000000003,4.9877323017389985,,,,,1.8993658089453105
2023,258,15,274.617067833698,0.0,1.401667,37.02737,36.58000000000004,5.3984393610503725,,,,,2.454979390855208
2023,258,16,198.03063457330416,0.0,1.401667,36.39381,37.25,5.231204706650301,,,,,1.8497554535925114
2023,258,17,111.05032822757111,0.0,0.4362,37.10353,37.29000000000002,5.468210068920088,,,,,3.097100794829468
2023,258,18,27.35229759299781,6.32,0.9403333,35.59195,36.5,4.986291921346874,,,,,2.121850046315153
2023,258,19,0.0,0.0,0.0,32.67341,34.650000000000034,4.1162715163140895,,,,,0.6808922717392852
2023,258,20,0.0,0.0,0.0,30.78573,32.76000000000005,3.517388453266578,,,,,0.9984654893051309
2023,258,21,0.0,0.0,0.0,28.94475,30.99000000000001,2.7443669062256326,,,,,0.9039727134524945
2023,258,22,0.0,0.0,0.0,27.96722,29.44,2.690979792668789,,,,,0.8733924007651349
2023,258,23,0.0,0.0,0.0,27.41469,27.99000000000001,2.5569403236801516,,,,,0.5135451016498663
2023,259,0,0.0,6.32,0.0,26.23139,26.670000000000016,2.4389707753764664,,,,,0.5977298322661775
2023,259,1,0.0,0.0,1.156333,26.16035,25.5,2.3781897883487932,,,,,0.8205282851106764
2023,259,2,0.0,0.0,0.0,23.59074,24.410000000000025,1.7847053405943385,,,,,0.5393117306874974
2023,259,3,0.0,0.0,0.0,22.37866,23.410000000000025,1.507825483555964,,,,,0.63956830678796
2023,259,4,0.0,0.0,0.0,22.24557,22.510000000000048,1.5203508213198609,,,,,0.6065711594104773
2023,259,5,0.0,0.0,0.0,23.02084,21.670000000000016,1.6633634191731723,,,,,0.6534487264470256
2023,259,6,0.0,6.32,0.0,23.25364,20.910000000000025,1.6290293410171857,,,,,0.7116145291484975
2023,259,7,49.23413566739606,0.0,0.9265333,24.49906,20.680000000000007,1.837991538389598,,,,,1.060062891216052
2023,259,8,148.7964989059081,0.0,1.932333,27.1666,22.06,2.464679121117735,,,,,2.2798819936044725
2023,259,9,237.96498905908095,0.0,2.761667,30.46265,24.010000000000048,3.2344292823674983,,,,,1.7007225355292792
2023,259,10,311.26914660831505,0.0,1.887,31.80279,26.24000000000001,3.6491595615400394,,,,,1.3115639519291464
2023,259,11,361.59737417943103,0.0,1.324333,33.62843,28.680000000000007,4.313981651967889,,,,,1.2971470526468754
2023,259,12,381.83807439824943,6.32,2.265666,34.75484,31.05000000000001,4.6827909658344335,,,,,1.0841542677084657
2023,259,13,373.6323851203501,0.0,1.948333,35.70617,33.150000000000034,5.065890839615621,,,,,1.1803591059705592
2023,259,14,336.980306345733,0.0,1.473667,37.43411,34.920000000000016,5.6852282065031945,,,,,1.8514215902278723
2023,259,15,265.8643326039387,0.0,2.079,37.56761,36.21000000000003,5.737520697043178,,,,,2.163112836367335
2023,259,16,186.54266958424503,0.0,2.513667,37.78654,36.950000000000045,5.889787586389007,,,,,2.054910495096353
2023,259,17,92.99781181619257,0.0,1.916333,37.40701,37.09000000000003,5.756104699346176,,,,,1.8526775989670434
2023,259,18,24.61706783369803,6.32,0.0,36.01744,36.34000000000003,5.195413968883104,,,,,1.4291122785708292
2023,259,19,0.0,0.0,0.0,32.62447,34.52000000000004,4.098863089768315,,,,,0.9028631705645684
2023,259,20,0.0,0.0,0.0,30.85351,32.670000000000016,3.6331041793594054,,,,,0.7928790215771531
2023,259,21,0.0,0.0,0.03513334,30.64074,30.950000000000045,3.486220094192752,,,,,0.7428933141376881
2023,259,22,0.0,0.0,2.113667,32.78994,29.430000000000007,4.3128851425404875,,,,,0.7157214142787282
2023,259,23,0.0,0.0,2.017667,32.07142,28.05000000000001,4.176787774024846,,,,,0.3803256749781936
2023,260,0,0.0,6.32,2.665667,31.47717,26.79000000000002,3.99994108861846,,,,,0.45663364496528813
2023,260,1,0.0,0.0,2.175,30.0469,25.680000000000007,3.571178198890303,,,,,0.4985980344927174
2023,260,2,0.0,0.0,1.013433,28.93296,24.65000000000003,3.302114212548509,,,,,0.5282585946836486
2023,260,3,0.0,0.0,0.9762667,28.77932,23.700000000000045,3.279374423173836,,,,,0.8723804325221991
2023,260,4,0.0,0.0,0.0,24.67147,22.870000000000005,2.25392083990456,,,,,0.6554097228161212
2023,260,5,0.0,0.0,0.0,23.4722,22.06,1.963690401376985,,,,,0.7323218132045749
2023,260,6,0.0,6.32,0.0,22.6705,21.32000000000005,1.732075290271754,,,,,0.7589435012537082
2023,260,7,45.40481400437636,0.0,0.4986333,25.00762,21.110000000000017,2.203270595246159,,,,,1.04407398022864
2023,260,8,144.42013129102844,0.0,1.537667,26.64686,22.510000000000048,2.6041327593478796,,,,,2.1259227688341875
2023,260,9,234.6827133479212,0.0,1.562767,30.14181,24.450000000000045,3.3586814681817216,,,,,1.9682600486337216
2023,260,10,308.53391684901527,0.0,1.527,32.42524,26.629999999999995,4.00425491005585,,,,,1.658929660669077
2023,260,11,358.3150984682713,0.0,1.807,33.94475,29.02000000000004,4.462594180912242,,,,,1.3283878521404369
2023,260,12,379.1028446389497,6.32,2.260333,35.19729,31.33000000000004,4.756096756176057,,,,,1.1964232409262932
2023,260,13,371.9912472647702,0.0,2.369667,36.16284,33.410000000000025,5.074261861290925,,,,,1.429981684864396
2023,260,14,335.8862144420131,0.0,2.311,37.30426,35.18000000000001,5.60599923988681,,,,,1.5583629994629744
2023,260,15,275.7111597374179,0.0,2.132333,37.55348,36.450000000000045,5.830722704740537,,,,,1.5704867307394155
2023,260,16,197.4835886214442,0.0,2.337667,38.04177,37.129999999999995,6.0034946121256425,,,,,1.6443438407664817
2023,260,17,111.59737417943109,0.0,2.161667,37.86803,37.22000000000003,6.003648494378492,,,,,2.015696736449541
2023,260,18,25.71115973741794,6.32,1.599,37.10052,36.629999999999995,5.710233135724574,,,,,1.9770155477867324
2023,260,19,0.0,0.0,0.7916333,34.12794,34.89000000000004,4.647302168750613,,,,,1.6802550826755869
2023,260,20,0.0,0.0,0.9751666,32.991,33.09000000000003,4.259226551248731,,,,,1.3950490689441368
2023,260,21,0.0,0.0,0.2663333,32.24085,31.40000000000003,4.079009112735454,,,,,1.3589666942903622
2023,260,22,0.0,0.0,1.236333,31.69857,29.910000000000025,3.894987119591958,,,,,1.3168866603434324
2023,260,23,0.0,0.0,1.417667,31.14499,28.54000000000002,3.784819481838644,,,,,1.0948341905338466
2023,261,0,0.0,6.32,0.0,28.29801,27.30000000000001,2.99024144832767,,,,,1.3781923979308117
2023,261,1,0.0,0.0,0.0,26.11211,26.210000000000036,2.4369251833611356,,,,,1.1480397371586213
2023,261,2,0.0,0.0,2.407,28.70365,25.19,3.1729429804074685,,,,,0.8584759474679264
2023,261,3,0.0,0.0,0.0,24.9306,24.25,2.2858527006351577,,,,,1.1035095528962722
2023,261,4,0.0,0.0,0.0,22.97885,23.430000000000007,1.794084346291581,,,,,1.1191131693060739
2023,261,5,0.0,0.0,0.08626666,22.5439,22.54000000000002,1.7049760329013144,,,,,1.1213512257221505
2023,261,6,0.0,6.32,0.3590333,22.39022,21.670000000000016,1.7330691956053952,,,,,1.0742394873539498
2023,261,7,47.59299781181619,0.0,0.5866333,23.66954,21.340000000000032,1.9119835754019097,,,,,1.3190508853320402
2023,261,8,145.51422319474835,0.0,0.9314,26.33549,22.600000000000023,2.488715719583424,,,,,1.9105571363946614
2023,261,9,236.32385120350108,0.0,1.1132,29.02566,24.470000000000027,3.0495286997797124,,,,,2.0516938414509163
2023,261,10,309.0809628008752,0.0,0.8807333,31.82062,26.590000000000032,3.763351574719476,,,,,1.594374037492011
2023,261,11,359.4091903719912,0.0,0.9107,32.79773,28.879999999999995,4.066305642363442,,,,,1.1521677291915784
2023,261,12,380.1969365426696,6.32,2.137666,33.98276,31.07000000000005,4.463126168562277,,,,,1.2044757800644659
2023,261,13,371.44420131291025,0.0,1.892333,34.42999,32.960000000000036,4.794980690525731,,,,,1.6268725474708479
2023,261,14,335.8862144420131,0.0,2.809667,35.56659,34.52000000000004,5.156204943822018,,,,,1.434573107234344
2023,261,15,272.97592997811813,0.0,2.273667,35.79322,35.60000000000002,5.202545295600681,,,,,2.0602415484829057
2023,261,16,192.5601750547046,0.0,2.069433,35.93395,36.150000000000034,5.192322696125645,,,,,2.3256499347596615
2023,261,17,108.86214442013129,0.0,2.300333,35.00181,36.129999999999995,4.885114172680271,,,,,1.7902926071029888
2023,261,18,24.61706783369803,6.32,2.111,34.28631,35.39000000000004,4.69288664681527,,,,,1.3370614545836432
2023,261,19,0.0,0.0,0.9147666,32.07803,33.48000000000002,4.16385520480936,,,,,0.7135057646511881
2023,261,20,0.0,0.0,1.220333,30.60723,31.56,3.801251026525133,,,,,0.8947013335133005
2023,261,21,0.0,0.0,0.5613667,29.59949,29.78000000000003,3.498936169562991,,,,,0.7677239087067672
2023,261,22,0.0,0.0,0.5576,29.14533,28.210000000000036,3.479105744334131,,,,,0.7685793945418299
2023,261,23,0.0,0.0,0.01756667,27.92374,26.78000000000003,3.1199905285962313,,,,,1.0030690998369065
2023,262,0,0.0,6.32,0.0,24.51108,25.49000000000001,2.357454371826665,,,,,0.4630848939963594
2023,262,1,0.0,0.0,0.0,25.32847,24.350000000000023,2.4522123112527097,,,,,0.6959508740188621
2023,262,2,0.0,0.0,0.0,22.62529,23.350000000000023,1.8915410039202472,,,,,0.6297467366973419
2023,262,3,0.0,0.0,0.0607,22.63659,22.480000000000015,1.8609682075278535,,,,,0.43892726374325597
2023,262,4,0.0,0.0,0.2327667,21.3392,21.700000000000045,1.7046166277521777,,,,,0.6578174591205438
2023,262,5,0.0,0.0,0.0,20.60009,20.890000000000043,1.569766315600599,,,,,0.611115295800969
2023,262,6,0.0,6.32,0.01756667,20.93461,20.120000000000005,1.6456600997609236,,,,,0.761761742529088
2023,262,7,49.23413566739606,0.0,0.3899333,22.68406,19.860000000000017,1.8789225502921008,,,,,1.2175345893199392
2023,262,8,147.15536105032822,0.0,1.436333,24.28057,21.200000000000045,2.26217525888771,,,,,1.8826286081408823
2023,262,9,235.77680525164112,0.0,1.492333,27.29948,23.06,2.858291143421289,,,,,1.7556073430175503
2023,262,10,308.53391684901527,0.0,1.727,29.50914,25.180000000000007,3.217311666463491,,,,,1.4316124774932242
2023,262,11,357.76805251641133,0.0,1.559,31.10816,27.480000000000015,3.695705999914341,,,,,1.2818531971515368
2023,262,12,378.00875273522973,6.32,1.410767,32.41118,29.710000000000036,3.9655295390684464,,,,,1.3354827912460294
2023,262,13,370.8971553610503,0.0,2.165433,33.08637,31.700000000000045,4.348642326352504,,,,,1.5039883484857706
2023,262,14,334.24507658643324,0.0,2.135,34.31006,33.400000000000034,4.870188965925846,,,,,1.6054876132161477
2023,262,15,273.5229759299781,0.0,1.9441,35.0764,34.620000000000005,5.339899307893288,,,,,2.1336153087457657
2023,262,16,195.29540481400437,0.0,1.647,35.04931,35.29000000000002,5.311462005663903,,,,,2.3679878941132007
2023,262,17,108.31509846827132,0.0,0.7922667,35.24959,35.370000000000005,5.356087459682839,,,,,2.477329591467778
2023,262,18,22.97592997811816,6.32,0.01756667,34.75296,34.56,5.160295012366242,,,,,2.29601621862531
2023,262,19,0.0,0.0,0.0,31.20813,32.69,4.091804896784711,,,,,0.807577211405171
2023,262,20,0.0,0.0,0.5104,29.94971,30.82000000000005,3.627340978213045,,,,,1.1049714497496792
2023,262,21,0.0,0.0,1.284333,29.87906,29.08000000000004,3.646659482970115,,,,,0.9279803979867337
2023,262,22,0.0,0.0,0.0,27.71089,27.54000000000002,3.0577268651744904,,,,,0.6652425264876102
2023,262,23,0.0,0.0,0.0,23.71655,26.160000000000025,2.1645616550801163,,,,,0.7301695823900226
2023,263,0,0.0,6.32,0.0,22.58461,24.920000000000016,2.0535180109225184,,,,,0.7581493759085183
